gender,age_clean,bmi,height_m,weight_kg,overweight_family,consum_cf,consum_vf,consum_daily,consum_other,smoking,consum_water,cal_monitoring,phyical_activity,device_usage,consum_alchohol,transportation,Obesity
Male,18,17.79,1.85,60.9,1,1,2,3,Sometimes,no,2,no,2,0,no,c,0
Male,21,18.56,1.78,58.8,1,1,2,3,Sometimes,no,2,no,2,1,no,c,0
Male,19,18.45,1.79,59.1,1,1,2,3,Sometimes,no,2,no,2,1,no,c,0
Female,18,16.31,1.65,44.4,0,1,2,3,Sometimes,no,2,no,3,1,Sometimes,pt,0
Female,18,18.35,1.59,46.4,0,1,2,3,Sometimes,no,2,no,2,1,Sometimes,pt,0
Female,17,14.36,1.83,48.1,0,1,3,3,Sometimes,no,2,no,2,1,Sometimes,pt,0
Male,19,18.73,1.8,60.7,1,1,2,4,Sometimes,no,2,no,2,0,no,c,0
Male,18,18.42,1.82,61.0,1,1,2,4,Sometimes,no,2,no,2,0,no,c,0
Male,20,17.9,1.78,56.7,1,1,2,4,Sometimes,no,2,no,2,1,no,c,0
Female,23,19.15,1.71,56.0,1,1,3,3,Frequently,no,2,no,1,0,no,pt,0
Female,22,17.87,1.77,56.0,1,1,2,3,Frequently,no,2,no,2,1,no,pt,0
Female,24,18.35,1.75,56.2,1,1,3,3,Frequently,no,2,no,2,0,no,pt,0
Female,20,16.85,1.75,51.6,0,1,3,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,18,18.73,1.66,51.6,0,1,3,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,20,15.97,1.78,50.6,0,1,3,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,19,17.44,1.71,51.0,0,1,1,3,Frequently,no,1,no,1,1,Sometimes,pt,0
Female,21,17.34,1.71,50.7,0,1,1,3,Frequently,no,1,no,2,1,Sometimes,pt,0
Female,19,16.65,1.75,51.0,0,1,1,4,Frequently,no,1,no,2,1,Sometimes,pt,0
Female,21,16.95,1.6,43.4,0,0,2,3,Frequently,no,1,no,2,0,Sometimes,pt,0
Female,21,18.55,1.54,44.0,0,0,2,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,20,18.55,1.54,44.0,0,0,2,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Male,18,17.75,1.86,61.4,1,1,2,3,Sometimes,no,2,no,3,1,no,c,0
Male,18,18.01,1.83,60.3,1,1,2,3,Sometimes,no,2,no,2,1,no,c,0
Male,20,17.53,1.87,61.3,1,1,2,3,Sometimes,no,2,no,2,1,no,c,0
Female,24,17.37,1.73,52.0,1,1,2,3,Frequently,no,1,no,1,0,no,pt,0
Female,23,17.82,1.69,50.9,1,1,2,3,Frequently,no,2,no,1,1,no,pt,0
Female,24,17.41,1.73,52.1,1,1,2,3,Frequently,no,1,no,2,2,no,pt,0
Female,18,17.24,1.72,51.0,0,1,2,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,19,17.44,1.71,51.0,0,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,19,17.78,1.71,52.0,0,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,20,16.38,1.58,40.9,0,1,1,1,Sometimes,no,1,no,1,2,Sometimes,pt,0
Female,21,17.46,1.54,41.4,0,1,1,3,Sometimes,no,1,no,2,0,Sometimes,pt,0
Female,21,17.84,1.54,42.3,0,1,2,2,Sometimes,no,1,no,1,0,Sometimes,pt,0
Male,21,18.4,1.78,58.3,1,1,2,4,Sometimes,no,2,no,2,0,no,c,0
Male,19,17.36,1.89,62.0,1,1,3,3,Sometimes,no,2,no,2,0,no,c,0
Male,19,17.8,1.83,59.6,1,1,2,4,Sometimes,no,2,no,2,1,no,c,0
Male,19,17.82,1.85,61.0,1,1,3,4,Sometimes,no,2,no,2,0,no,c,0
Male,18,17.71,1.83,59.3,1,1,2,4,Sometimes,no,2,no,2,0,no,c,0
Male,18,18.8,1.81,61.6,1,1,2,4,Sometimes,no,2,no,2,0,no,c,0
Male,19,17.88,1.72,52.9,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,0
Male,19,17.95,1.72,53.1,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,0
Male,19,17.41,1.73,52.1,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,20,18.34,1.57,45.2,0,0,2,3,Frequently,no,1,yes,1,0,Sometimes,pt,0
Female,20,17.75,1.61,46.0,0,0,3,3,Frequently,no,1,yes,2,0,Sometimes,pt,0
Female,21,18.13,1.61,47.0,0,0,3,3,Frequently,no,2,yes,1,0,Sometimes,pt,0
Female,20,17.9,1.55,43.0,0,1,3,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,20,17.9,1.55,43.0,0,1,2,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,20,18.8,1.53,44.0,0,1,3,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Male,19,17.61,1.73,52.7,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Male,19,18.11,1.76,56.1,1,1,2,3,Sometimes,no,2,no,2,2,Sometimes,pt,0
Male,19,17.51,1.71,51.2,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Male,21,18.4,1.76,57.0,1,1,2,3,Sometimes,no,2,no,2,2,no,pt,0
Female,23,18.07,1.68,51.0,1,1,2,3,Frequently,no,2,no,1,1,no,pt,0
Female,23,17.62,1.6,45.1,0,0,3,2,Frequently,no,2,no,2,0,no,pt,0
Female,24,18.35,1.59,46.4,0,0,2,2,Frequently,no,2,no,1,0,no,pt,0
Female,20,18.13,1.61,47.0,0,0,3,3,Frequently,no,2,yes,1,0,Sometimes,pt,0
Female,22,17.5,1.56,42.6,0,1,2,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,21,18.55,1.54,44.0,0,1,2,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,22,16.78,1.74,50.8,1,0,2,3,Frequently,no,1,no,2,0,no,pt,0
Male,21,18.45,1.88,65.2,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,c,0
Female,22,18.1,1.7,52.3,1,1,3,3,Frequently,no,1,no,1,0,no,pt,0
Female,19,16.09,1.6,41.2,0,1,2,1,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,21,18.14,1.66,50.0,0,0,2,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,24,17.86,1.75,54.7,1,1,2,3,Frequently,no,1,no,2,0,no,pt,0
Female,19,17.44,1.71,51.0,0,1,1,3,Frequently,no,1,no,1,1,Sometimes,pt,0
Female,36,17.99,1.7,52.0,1,1,2,3,Frequently,no,1,no,1,0,no,pt,0
Male,17,17.99,1.7,52.0,0,1,2,1,Sometimes,no,2,no,1,0,Sometimes,pt,0
Male,19,16.23,1.8,52.6,0,1,2,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Male,18,18.36,1.82,60.8,1,1,2,3,Sometimes,no,2,no,2,0,no,c,0
Female,18,13.44,1.84,45.5,0,1,2,3,Sometimes,no,2,no,3,1,Sometimes,pt,0
Male,18,18.1,1.79,58.0,1,1,2,4,Sometimes,no,2,no,2,1,no,c,0
Female,24,18.4,1.76,57.0,1,1,2,3,Frequently,no,2,no,2,0,no,pt,0
Female,19,16.05,1.8,52.0,0,1,2,4,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,20,17.58,1.72,52.0,0,1,1,4,Frequently,no,1,no,2,0,Sometimes,pt,0
Female,20,17.9,1.55,43.0,0,0,2,2,Frequently,no,1,yes,2,0,Sometimes,pt,0
Male,18,16.69,1.91,60.9,1,1,2,3,Sometimes,no,2,no,3,0,no,c,0
Female,24,17.27,1.72,51.1,1,1,2,3,Frequently,no,2,no,1,2,no,pt,0
Female,19,17.99,1.71,52.6,0,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,0
Female,20,16.92,1.57,41.7,0,1,1,2,Sometimes,no,2,no,2,1,Sometimes,pt,0
Male,19,17.63,1.86,61.0,1,1,3,4,Sometimes,no,2,no,2,0,no,c,0
Male,18,18.02,1.84,61.0,1,1,2,4,Sometimes,no,2,no,2,0,no,c,0
Male,19,18.21,1.73,54.5,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,0
Female,21,17.79,1.62,46.7,0,0,3,2,Frequently,no,1,yes,1,0,Sometimes,pt,0
Female,20,18.55,1.54,44.0,0,1,3,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Male,19,17.74,1.73,53.1,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Male,21,17.87,1.77,56.0,1,1,2,3,Sometimes,no,2,no,2,1,no,pt,0
Male,19,18.21,1.78,57.7,1,1,2,4,Sometimes,no,2,no,2,1,no,c,0
Female,22,18.4,1.78,58.3,1,1,2,3,Frequently,no,2,no,2,0,no,pt,0
Female,23,17.92,1.71,52.4,1,1,2,3,Frequently,no,2,no,2,1,no,pt,0
Female,22,18.35,1.68,51.8,1,1,2,3,Frequently,no,2,no,2,1,no,pt,0
Female,24,17.68,1.73,52.9,1,1,2,3,Frequently,no,1,no,1,1,no,pt,0
Female,23,18.05,1.6,46.2,0,0,3,1,Frequently,no,2,no,1,0,no,pt,0
Female,24,16.97,1.61,44.0,0,0,2,2,Frequently,no,2,no,2,0,no,pt,0
Female,23,17.58,1.6,45.0,0,0,3,1,Frequently,no,2,no,1,0,no,pt,0
Female,22,17.61,1.57,43.4,0,0,2,1,Frequently,no,1,no,1,0,no,pt,0
Female,24,17.98,1.61,46.6,0,0,2,1,Frequently,no,1,no,1,0,no,pt,0
Female,23,18.09,1.61,46.9,0,0,2,2,Frequently,no,2,no,1,0,no,pt,0
Female,20,17.47,1.64,47.0,0,1,3,3,Sometimes,no,2,yes,1,0,Sometimes,pt,0
Female,20,17.89,1.57,44.1,0,1,3,1,Sometimes,no,2,no,1,0,no,pt,0
Female,20,17.71,1.56,43.1,0,1,3,1,Sometimes,no,2,no,1,0,no,pt,0
Female,21,17.1,1.58,42.7,0,1,2,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,22,18.8,1.53,44.0,0,1,3,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,21,17.67,1.61,45.8,0,0,3,2,Frequently,no,1,yes,1,0,Sometimes,pt,0
Female,21,17.44,1.57,43.0,0,1,2,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,22,18.8,1.53,44.0,0,1,3,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,22,18.8,1.53,44.0,0,1,3,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,23,18.37,1.7,53.1,1,1,3,3,Frequently,no,1,no,1,0,no,pt,0
Female,22,17.14,1.75,52.5,1,1,3,3,Frequently,no,1,no,1,0,no,pt,0
Female,20,16.85,1.74,51.0,0,1,1,3,Sometimes,no,1,no,2,0,Sometimes,pt,0
Male,23,17.66,1.88,62.4,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,c,0
Male,20,18.01,1.86,62.3,1,1,3,3,Sometimes,no,2,no,1,0,Sometimes,c,0
Male,22,18.4,1.8,59.6,1,1,2,3,Sometimes,no,2,no,2,1,no,c,0
Male,19,16.36,1.8,53.0,1,1,3,3,Sometimes,no,2,no,1,1,Sometimes,pt,0
Female,23,18.15,1.72,53.7,1,1,2,3,Frequently,no,1,no,2,0,no,pt,0
Male,19,18.02,1.71,52.7,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,0
Female,20,18.0,1.54,42.7,0,1,2,1,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,20,17.18,1.58,42.9,0,1,2,1,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,20,18.11,1.55,43.5,0,1,2,1,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,20,18.35,1.68,51.8,0,1,2,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,21,17.89,1.69,51.1,0,0,2,3,Sometimes,no,2,no,2,1,Sometimes,pt,0
Female,21,18.11,1.68,51.1,0,0,2,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,23,17.85,1.71,52.2,1,1,2,3,Frequently,no,2,no,1,1,no,pt,0
Male,21,17.75,1.77,55.6,1,1,2,3,Sometimes,no,2,no,2,2,no,pt,0
Female,24,17.99,1.71,52.6,1,1,2,3,Frequently,no,1,no,1,1,no,pt,0
Female,20,17.96,1.7,51.9,0,1,1,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,19,17.58,1.72,52.0,0,1,1,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,20,17.96,1.68,50.7,0,1,2,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,28,18.14,1.67,50.6,1,1,2,3,Frequently,no,2,no,1,1,no,pt,0
Female,26,17.88,1.64,48.1,1,1,2,3,Frequently,no,2,no,2,0,no,pt,0
Female,24,18.43,1.67,51.4,1,1,3,3,Frequently,no,1,no,1,0,no,pt,0
Male,19,17.57,1.74,53.2,0,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,0
Female,18,16.98,1.75,52.0,0,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,0
Male,19,16.95,1.77,53.1,0,1,2,2,Sometimes,no,2,no,1,0,Sometimes,pt,0
Male,19,16.2,1.8,52.5,0,1,2,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Male,19,16.44,1.78,52.1,1,1,2,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Male,19,18.5,1.71,54.1,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,0
Male,18,17.99,1.84,60.9,1,1,2,3,Sometimes,no,2,no,2,0,no,c,0
Male,21,18.58,1.8,60.2,1,1,2,3,Sometimes,no,2,no,2,1,no,c,0
Male,20,18.2,1.79,58.3,1,1,2,3,Sometimes,no,2,no,2,1,no,c,0
Female,20,16.65,1.62,43.7,0,1,2,2,Sometimes,no,2,yes,2,1,no,pt,0
Female,18,14.61,1.79,46.8,0,1,2,3,Sometimes,no,2,no,2,1,Sometimes,pt,0
Female,18,15.95,1.72,47.2,0,1,2,3,Sometimes,no,2,no,2,1,Sometimes,pt,0
Male,19,17.89,1.86,61.9,1,1,2,3,Sometimes,no,2,no,2,0,no,c,0
Male,18,18.39,1.83,61.6,1,1,2,3,Sometimes,no,2,no,2,0,no,c,0
Male,21,18.03,1.77,56.5,1,1,2,4,Sometimes,no,2,no,2,1,no,c,0
Female,24,18.76,1.74,56.8,1,1,3,3,Frequently,no,2,no,1,0,no,pt,0
Male,22,18.19,1.77,57.0,1,1,2,3,Sometimes,no,2,no,2,1,no,pt,0
Female,24,18.25,1.75,55.9,1,1,3,3,Frequently,no,2,no,2,0,no,pt,0
Female,20,16.75,1.74,50.7,0,1,2,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,18,16.75,1.76,51.9,0,1,2,3,Sometimes,no,1,no,2,0,Sometimes,pt,0
Female,20,16.18,1.77,50.7,0,1,1,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,19,17.48,1.71,51.1,0,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,21,17.78,1.71,52.0,0,1,1,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,19,17.04,1.73,51.0,0,1,1,3,Frequently,no,1,no,2,1,Sometimes,pt,0
Female,20,17.38,1.6,44.5,0,0,2,3,Frequently,no,1,yes,1,0,Sometimes,pt,0
Female,22,18.37,1.53,43.0,0,1,2,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,20,18.8,1.53,44.0,0,1,2,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Male,18,17.62,1.85,60.3,1,1,2,3,Sometimes,no,2,no,3,1,no,c,0
Male,18,17.81,1.86,61.6,1,1,2,3,Sometimes,no,2,no,2,0,no,c,0
Male,19,17.4,1.86,60.2,1,1,2,3,Sometimes,no,2,no,2,0,no,c,0
Female,22,17.04,1.73,51.0,1,1,2,3,Frequently,no,1,no,1,0,no,pt,0
Female,23,17.51,1.71,51.2,1,1,2,3,Frequently,no,2,no,1,1,no,pt,0
Female,23,17.88,1.73,53.5,1,1,2,3,Frequently,no,1,no,2,1,no,pt,0
Female,19,17.58,1.72,52.0,0,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,19,16.69,1.77,52.3,0,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,19,17.44,1.71,51.0,0,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,20,16.9,1.58,42.2,0,1,1,1,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,21,17.11,1.55,41.1,0,1,1,3,Sometimes,no,1,no,2,1,Sometimes,pt,0
Female,21,18.26,1.54,43.3,0,1,2,2,Frequently,no,1,no,1,0,Sometimes,pt,0
Male,21,18.0,1.77,56.4,1,1,2,4,Sometimes,no,2,no,2,1,no,c,0
Male,19,18.12,1.85,62.0,1,1,3,3,Sometimes,no,2,no,2,0,no,c,0
Male,19,17.36,1.87,60.7,1,1,2,3,Sometimes,no,2,no,2,1,no,c,0
Male,19,17.99,1.84,60.9,1,1,2,4,Sometimes,no,2,no,2,0,no,c,0
Male,18,18.04,1.83,60.4,1,1,2,3,Sometimes,no,2,no,2,0,no,c,0
Male,18,18.48,1.82,61.2,1,1,2,4,Sometimes,no,2,no,2,0,no,c,0
Male,19,17.48,1.72,51.7,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Male,19,17.68,1.72,52.3,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Male,19,16.98,1.75,52.0,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Female,20,18.55,1.58,46.3,0,0,2,3,Frequently,no,1,yes,1,0,Sometimes,pt,0
Female,20,18.12,1.59,45.8,0,0,3,2,Frequently,no,1,yes,1,0,Sometimes,pt,0
Female,21,18.13,1.61,47.0,0,0,3,3,Frequently,no,2,yes,1,0,Sometimes,pt,0
Female,21,18.31,1.55,44.0,0,1,3,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,20,18.13,1.54,43.0,0,1,2,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Female,20,18.13,1.54,43.0,0,1,3,1,Frequently,no,1,no,1,0,Sometimes,pt,0
Male,19,17.81,1.73,53.3,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Male,19,18.64,1.73,55.8,1,1,2,3,Sometimes,no,2,no,1,2,Sometimes,pt,0
Male,19,16.72,1.75,51.2,1,1,1,3,Sometimes,no,1,no,1,1,Sometimes,pt,0
Male,28,26.58,1.83,89.0,0,1,2,1,Sometimes,no,2,no,2,0,no,c,2
Male,22,26.08,1.65,71.0,0,1,2,1,no,no,2,no,1,0,Sometimes,pt,2
Male,26,26.45,1.82,87.6,0,1,1,3,Sometimes,no,2,no,1,1,no,c,2
Male,23,26.2,1.71,76.6,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Male,22,26.69,1.63,70.9,0,1,1,3,no,no,2,no,1,0,Sometimes,pt,2
Male,20,25.74,1.87,90.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,43,28.03,1.73,83.9,0,1,2,3,Sometimes,no,2,no,3,0,Sometimes,c,2
Male,22,24.99,1.87,87.4,1,1,2,3,Sometimes,no,1,no,1,1,Sometimes,pt,2
Male,23,26.33,1.71,77.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,20,26.47,1.76,82.0,1,1,2,1,Sometimes,no,2,no,3,0,Frequently,pt,2
Male,25,25.99,1.71,76.0,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,2
Female,35,27.84,1.65,75.8,1,0,3,1,Sometimes,no,1,no,1,0,Sometimes,c,2
Female,23,26.33,1.62,69.1,1,1,1,3,Sometimes,no,2,no,1,1,Sometimes,pt,2
Male,22,26.37,1.62,69.2,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Female,36,27.37,1.54,64.9,0,1,2,2,Sometimes,no,1,no,1,0,Sometimes,c,2
Female,38,26.01,1.56,63.3,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,2
Female,23,26.49,1.74,80.2,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,24,26.4,1.64,71.0,0,1,2,1,no,no,2,no,1,0,Sometimes,pt,2
Male,22,27.1,1.63,72.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Male,22,27.1,1.63,72.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Female,32,26.32,1.64,70.8,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,c,2
Male,22,25.86,1.76,80.1,1,1,3,1,Sometimes,no,2,no,3,0,Sometimes,c,2
Male,21,26.22,1.83,87.8,1,1,2,3,Sometimes,no,2,no,3,0,Sometimes,pt,2
Male,21,26.26,1.82,87.0,1,1,3,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,22,25.69,1.72,76.0,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,22,26.56,1.62,69.7,1,1,2,3,no,no,3,no,1,0,Sometimes,pt,2
Female,24,25.73,1.73,77.0,1,1,2,3,Frequently,no,2,no,1,2,Sometimes,pt,2
Male,21,27.09,1.84,91.7,1,1,2,3,Sometimes,no,3,no,2,0,Sometimes,pt,2
Female,23,26.0,1.61,67.4,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,pt,2
Female,22,25.47,1.76,78.9,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,pt,2
Male,19,25.69,1.79,82.3,1,1,1,3,Sometimes,no,2,no,3,0,no,pt,2
Male,22,25.69,1.72,76.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,30,26.08,1.68,73.6,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,c,2
Male,27,26.88,1.77,84.2,1,1,1,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Male,24,26.03,1.72,77.0,1,1,2,3,Sometimes,no,3,no,1,1,Sometimes,pt,2
Male,21,25.99,1.82,86.1,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Female,25,25.77,1.61,66.8,0,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,34,24.62,1.73,73.7,1,1,2,3,Sometimes,no,1,no,1,1,Sometimes,c,2
Male,24,25.86,1.72,76.5,1,1,3,3,Sometimes,no,1,no,1,1,Sometimes,pt,2
Female,18,22.97,1.56,55.9,0,1,1,1,Sometimes,no,2,yes,1,1,Sometimes,pt,2
Female,17,25.46,1.61,66.0,1,1,2,1,Sometimes,no,2,yes,1,1,Sometimes,pt,2
Female,25,25.12,1.6,64.3,0,1,2,2,Sometimes,no,2,no,2,1,Sometimes,pt,2
Female,36,26.64,1.68,75.2,1,0,3,2,Sometimes,no,1,no,1,0,Sometimes,c,2
Male,24,25.65,1.87,89.7,1,1,2,2,Sometimes,no,1,no,1,1,Sometimes,c,2
Female,38,25.51,1.6,65.3,1,1,2,3,Sometimes,no,2,no,3,0,Sometimes,c,2
Male,20,26.91,1.63,71.5,0,1,2,1,Sometimes,no,2,no,1,1,Sometimes,pt,2
Female,17,26.05,1.63,69.2,1,1,1,1,Sometimes,no,2,yes,1,1,no,pt,2
Female,19,26.45,1.65,72.0,1,1,2,1,Sometimes,no,2,no,1,0,no,pt,2
Female,20,25.72,1.56,62.6,0,1,2,2,Sometimes,no,1,yes,1,0,Sometimes,pt,2
Female,18,25.46,1.61,66.0,1,1,3,2,Sometimes,no,2,yes,1,1,Sometimes,pt,2
Male,31,26.49,1.83,88.7,0,1,3,3,Sometimes,no,1,no,2,0,no,c,2
Female,33,26.75,1.67,74.6,1,1,2,3,Sometimes,no,1,no,1,1,Sometimes,c,2
Male,19,26.47,1.76,82.0,1,1,2,2,Sometimes,no,2,no,1,0,no,pt,2
Male,20,25.48,1.87,89.1,1,1,2,4,Sometimes,no,2,no,2,0,Sometimes,pt,2
Female,20,26.01,1.77,81.5,1,1,2,1,Sometimes,no,3,no,2,1,Frequently,pt,2
Female,19,25.86,1.65,70.4,1,1,2,1,Sometimes,no,1,no,1,1,no,pt,2
Female,19,25.7,1.75,78.7,1,1,2,3,Sometimes,no,2,no,1,1,Frequently,pt,2
Female,21,28.26,1.52,65.3,0,1,2,3,Sometimes,no,1,yes,1,0,Sometimes,pt,2
Male,29,26.66,1.82,88.3,0,1,3,3,Sometimes,no,1,no,2,0,no,c,2
Male,28,27.17,1.81,89.0,0,1,2,2,Sometimes,no,2,no,2,0,no,c,2
Male,22,26.77,1.64,72.0,0,1,2,1,no,no,2,no,1,0,Sometimes,pt,2
Male,23,26.08,1.65,71.0,0,1,2,1,no,no,2,no,1,0,Sometimes,pt,2
Male,28,26.02,1.8,84.3,0,1,1,3,Sometimes,no,2,no,1,1,no,c,2
Male,23,26.96,1.69,77.0,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,22,26.23,1.63,69.7,1,1,1,3,no,no,2,no,1,0,Sometimes,pt,2
Female,22,26.65,1.63,70.8,1,1,1,3,no,no,2,no,1,1,Sometimes,pt,2
Male,21,26.43,1.83,88.5,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Male,20,26.78,1.82,88.7,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,pt,2
Female,43,24.49,1.78,77.6,1,1,3,2,Sometimes,no,2,no,1,0,Sometimes,c,2
Male,23,25.55,1.88,90.3,1,1,2,2,Sometimes,no,1,no,1,1,Sometimes,pt,2
Male,22,26.19,1.87,91.6,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Male,24,27.28,1.68,77.0,1,1,2,3,Sometimes,no,2,no,1,1,Sometimes,pt,2
Male,24,26.03,1.73,77.9,1,1,2,3,Sometimes,no,2,no,1,2,Sometimes,pt,2
Male,20,26.08,1.76,80.8,1,1,2,2,Sometimes,no,2,no,1,0,Frequently,pt,2
Male,24,26.13,1.72,77.3,1,1,2,3,Sometimes,no,1,no,1,0,Sometimes,pt,2
Female,34,27.21,1.68,76.8,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,c,2
Female,34,26.96,1.69,77.0,1,1,2,1,Sometimes,no,1,no,1,0,Sometimes,c,2
Female,23,26.25,1.62,68.9,1,1,1,3,Sometimes,no,2,no,2,1,Sometimes,pt,2
Female,23,26.71,1.62,70.1,1,1,1,3,Sometimes,no,2,no,1,1,Sometimes,pt,2
Male,22,26.72,1.63,71.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Female,38,27.79,1.52,64.2,1,1,2,1,Sometimes,no,2,no,1,0,Sometimes,c,2
Female,41,26.33,1.57,64.9,1,1,2,3,Sometimes,no,2,no,1,0,Sometimes,c,2
Female,40,26.3,1.56,64.0,1,1,2,3,Sometimes,no,2,no,2,0,Sometimes,c,2
Female,23,26.62,1.74,80.6,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,pt,2
Female,22,26.42,1.75,80.9,1,1,2,1,Sometimes,no,2,no,2,0,Sometimes,pt,2
Male,22,27.1,1.63,72.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Male,22,27.1,1.63,72.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Male,22,26.72,1.63,71.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Male,22,26.72,1.63,71.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Male,22,26.72,1.63,71.0,0,1,2,1,no,no,3,no,1,0,Sometimes,pt,2
Female,30,26.04,1.65,70.9,1,1,2,3,Sometimes,no,1,no,2,0,Sometimes,c,2
